title,authors,journal,pmid,page,url
Emerging Trends in Machine Learning for Signal Processing.,"Papakostas GA, Diamantaras KI, Palmieri FAN.","{'name': 'Comput Intell Neurosci', 'year': 2017, 'citation': 'Comput Intell Neurosci. 2017;2017:6521367. doi: 10.1155/2017/6521367. Epub 2017 Nov 19.'}",29348742,8,https://pubmed.ncbi.nlm.nih.gov/29348742/
RootPainter3D: Interactive-machine-learning enables rapid and accurate contouring for radiotherapy.,"Smith AG, Petersen J, Terrones-Campos C, Berthelsen AK, Forbes NJ, Darkner S, Specht L, Vogelius IR.","{'name': 'Med Phys', 'year': 2022, 'citation': 'Med Phys. 2022 Jan;49(1):461-473. doi: 10.1002/mp.15353. Epub 2021 Dec 10.'}",34783028,8,https://pubmed.ncbi.nlm.nih.gov/34783028/
Terrain Characterization via Machine vs. Deep Learning Using Remote Sensing.,"Ewing J, Oommen T, Thomas J, Kasaragod A, Dobson R, Brooks C, Jayakumar P, Cole M, Ersal T.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Jun 11;23(12):5505. doi: 10.3390/s23125505.'}",37420672,8,https://pubmed.ncbi.nlm.nih.gov/37420672/
Machine and Deep Learning: Artificial Intelligence Application in Biotic and Abiotic Stress Management in Plants.,"Gou C, Zafar S, Hasnain Z, Aslam N, Iqbal N, Abbas S, Li H, Li J, Chen B, Ragauskas AJ, Abbas M.","{'name': 'Front Biosci (Landmark Ed)', 'year': 2024, 'citation': 'Front Biosci (Landmark Ed). 2024 Jan 17;29(1):20. doi: 10.31083/j.fbl2901020.'}",38287813,9,https://pubmed.ncbi.nlm.nih.gov/38287813/
Hybrid machine learning classification scheme for speaker identification.,"V K, S SP.","{'name': 'J Forensic Sci', 'year': 2022, 'citation': 'J Forensic Sci. 2022 May;67(3):1033-1048. doi: 10.1111/1556-4029.15006. Epub 2022 Feb 9.'}",35141903,9,https://pubmed.ncbi.nlm.nih.gov/35141903/
Tracking strategy changes using machine learning classifiers.,"Moss J, Wong AY, Durriseau JA, Bradshaw GL.","{'name': 'Behav Res Methods', 'year': 2022, 'citation': 'Behav Res Methods. 2022 Aug;54(4):1818-1840. doi: 10.3758/s13428-021-01720-4. Epub 2021 Oct 26.'}",34704215,9,https://pubmed.ncbi.nlm.nih.gov/34704215/
Towards Interpretable Machine Learning in EEG Analysis.,"Mortaga M, Brenner A, Kutafina E.","{'name': 'Stud Health Technol Inform', 'year': 2021, 'citation': 'Stud Health Technol Inform. 2021 Sep 21;283:32-38. doi: 10.3233/SHTI210538.'}",34545817,9,https://pubmed.ncbi.nlm.nih.gov/34545817/
What machine learning can do for developmental biology.,Villoutreix P.,"{'name': 'Development', 'year': 2021, 'citation': 'Development. 2021 Jan 10;148(1):dev188474. doi: 10.1242/dev.188474.'}",33431591,9,https://pubmed.ncbi.nlm.nih.gov/33431591/
The impact of machine learning on the prediction of diabetic foot ulcers - A systematic review.,"Weatherall T, Avsar P, Nugent L, Moore Z, McDermott JH, Sreenan S, Wilson H, McEvoy NL, Derwin R, Chadwick P, Patton D.","{'name': 'J Tissue Viability', 'year': 2024, 'citation': 'J Tissue Viability. 2024 Nov;33(4):853-863. doi: 10.1016/j.jtv.2024.07.004. Epub 2024 Jul 11.'}",39019690,9,https://pubmed.ncbi.nlm.nih.gov/39019690/
Do no harm: a roadmap for responsible machine learning for health care.,"Wiens J, Saria S, Sendak M, Ghassemi M, Liu VX, Doshi-Velez F, Jung K, Heller K, Kale D, Saeed M, Ossorio PN, Thadaney-Israni S, Goldenberg A.","{'name': 'Nat Med', 'year': 2019, 'citation': 'Nat Med. 2019 Sep;25(9):1337-1340. doi: 10.1038/s41591-019-0548-6. Epub 2019 Aug 19.'}",31427808,9,https://pubmed.ncbi.nlm.nih.gov/31427808/
A Review of Recent Deep Learning Approaches in Human-Centered Machine Learning.,"Kaluarachchi T, Reis A, Nanayakkara S.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Apr 3;21(7):2514. doi: 10.3390/s21072514.'}",33916850,9,https://pubmed.ncbi.nlm.nih.gov/33916850/
Machine Learning Methods in Computational Toxicology.,Baskin II.,"{'name': 'Methods Mol Biol', 'year': 2018, 'citation': 'Methods Mol Biol. 2018;1800:119-139. doi: 10.1007/978-1-4939-7899-1_5.'}",29934890,9,https://pubmed.ncbi.nlm.nih.gov/29934890/
Supervised machine learning aided behavior classification in pigeons.,"Wittek N, Wittek K, Keibel C, Güntürkün O.","{'name': 'Behav Res Methods', 'year': 2023, 'citation': 'Behav Res Methods. 2023 Jun;55(4):1624-1640. doi: 10.3758/s13428-022-01881-w. Epub 2022 Jun 14.'}",35701721,9,https://pubmed.ncbi.nlm.nih.gov/35701721/
"Artificial intelligence, machine learning, and deep learning in orthopedic surgery.",Atik OŞ.,"{'name': 'Jt Dis Relat Surg', 'year': 2022, 'citation': 'Jt Dis Relat Surg. 2022;33(2):484-485. doi: 10.52312/jdrs.2022.57906.'}",35852212,10,https://pubmed.ncbi.nlm.nih.gov/35852212/
Exploration of machine algorithms based on deep learning model and feature extraction.,Qian Y.,"{'name': 'Math Biosci Eng', 'year': 2021, 'citation': 'Math Biosci Eng. 2021 Sep 3;18(6):7602-7618. doi: 10.3934/mbe.2021376.'}",34814265,10,https://pubmed.ncbi.nlm.nih.gov/34814265/
Machine learning in quantum spaces.,Schuld M.,"{'name': 'Nature', 'year': 2019, 'citation': 'Nature. 2019 Mar;567(7747):179-181. doi: 10.1038/d41586-019-00771-0.'}",30867605,10,https://pubmed.ncbi.nlm.nih.gov/30867605/
"Editorial of Special Issue ""Deep Learning and Machine Learning in Bioinformatics"".","Kang M, Oh JH.","{'name': 'Int J Mol Sci', 'year': 2022, 'citation': 'Int J Mol Sci. 2022 Jun 14;23(12):6610. doi: 10.3390/ijms23126610.'}",35743052,10,https://pubmed.ncbi.nlm.nih.gov/35743052/
Rainfall Prediction System Using Machine Learning Fusion for Smart Cities.,"Rahman AU, Abbas S, Gollapalli M, Ahmed R, Aftab S, Ahmad M, Khan MA, Mosavi A.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 May 4;22(9):3504. doi: 10.3390/s22093504.'}",35591194,10,https://pubmed.ncbi.nlm.nih.gov/35591194/
Exploring the impact of pathogenic microbiome in orthopedic diseases: machine learning and deep learning approaches.,"Shao Z, Gao H, Wang B, Zhang S.","{'name': 'Front Cell Infect Microbiol', 'year': 2024, 'citation': 'Front Cell Infect Microbiol. 2024 Apr 3;14:1380136. doi: 10.3389/fcimb.2024.1380136. eCollection 2024.'}",38633744,10,https://pubmed.ncbi.nlm.nih.gov/38633744/
Comparison of machine learning models to predict complications of bariatric surgery: A systematic review.,Nopour R.,"{'name': 'Health Informatics J', 'year': 2024, 'citation': 'Health Informatics J. 2024 Jul-Sep;30(3):14604582241285794. doi: 10.1177/14604582241285794.'}",39282871,10,https://pubmed.ncbi.nlm.nih.gov/39282871/
"Commentary on ""A systematic review on machine learning and deep learning techniques in cancer survival prediction"": Validation of survival methods.","Sidorova J, Lozano JJ.","{'name': 'Prog Biophys Mol Biol', 'year': 2023, 'citation': 'Prog Biophys Mol Biol. 2023 Oct;183:17-18. doi: 10.1016/j.pbiomolbio.2023.08.001. Epub 2023 Aug 12.'}",37579795,10,https://pubmed.ncbi.nlm.nih.gov/37579795/
Machine Learning: Discovering the Future of Medical Imaging.,Erickson BJ.,"{'name': 'J Digit Imaging', 'year': 2017, 'citation': 'J Digit Imaging. 2017 Aug;30(4):391. doi: 10.1007/s10278-017-9994-1.'}",28653122,10,https://pubmed.ncbi.nlm.nih.gov/28653122/
A Machine Learning and Deep Learning Approach for Recognizing Handwritten Digits.,"Sharma A, Bhardwaj H, Bhardwaj A, Sakalle A, Acharya D, Ibrahim W.","{'name': 'Comput Intell Neurosci', 'year': 2022, 'citation': 'Comput Intell Neurosci. 2022 Jul 15;2022:9869948. doi: 10.1155/2022/9869948. eCollection 2022.'}",35875749,10,https://pubmed.ncbi.nlm.nih.gov/35875749/
"Better medicine through machine learning: What's real, and what's artificial?","Saria S, Butte A, Sheikh A.","{'name': 'PLoS Med', 'year': 2018, 'citation': 'PLoS Med. 2018 Dec 31;15(12):e1002721. doi: 10.1371/journal.pmed.1002721. eCollection 2018 Dec.'}",30596635,11,https://pubmed.ncbi.nlm.nih.gov/30596635/
Shining Light Into the Black Box of Machine Learning.,"Hsu W, Elmore JG.","{'name': 'J Natl Cancer Inst', 'year': 2019, 'citation': 'J Natl Cancer Inst. 2019 Sep 1;111(9):877-879. doi: 10.1093/jnci/djy226.'}",30629201,11,https://pubmed.ncbi.nlm.nih.gov/30629201/
ADis-QSAR: a machine learning model based on biological activity differences of compounds.,"Park GJ, Kang NS.","{'name': 'J Comput Aided Mol Des', 'year': 2023, 'citation': 'J Comput Aided Mol Des. 2023 Sep;37(9):435-451. doi: 10.1007/s10822-023-00517-1. Epub 2023 Jun 29.'}",37382799,11,https://pubmed.ncbi.nlm.nih.gov/37382799/
Cancer Detection Based on Medical Image Analysis with the Help of Machine Learning and Deep Learning Techniques: A Systematic Literature Review.,"Sood T, Bhatia R, Khandnor P.","{'name': 'Curr Med Imaging', 'year': 2023, 'citation': 'Curr Med Imaging. 2023;19(13):1487-1522. doi: 10.2174/1573405619666230217100130.'}",36799417,11,https://pubmed.ncbi.nlm.nih.gov/36799417/
MLpronto: A tool for democratizing machine learning.,"Tjaden J, Tjaden B.","{'name': 'PLoS One', 'year': 2023, 'citation': 'PLoS One. 2023 Nov 30;18(11):e0294924. doi: 10.1371/journal.pone.0294924. eCollection 2023.'}",38032968,11,https://pubmed.ncbi.nlm.nih.gov/38032968/
Bias and ethical considerations in machine learning and the automation of perioperative risk assessment.,"O'Reilly-Shah VN, Gentry KR, Walters AM, Zivot J, Anderson CT, Tighe PJ.","{'name': 'Br J Anaesth', 'year': 2020, 'citation': 'Br J Anaesth. 2020 Dec;125(6):843-846. doi: 10.1016/j.bja.2020.07.040. Epub 2020 Aug 21.'}",32838979,11,https://pubmed.ncbi.nlm.nih.gov/32838979/
Machine Learning Feature Selection for Predicting High Concentration Therapeutic Antibody Aggregation.,"Lai PK, Fernando A, Cloutier TK, Kingsbury JS, Gokarn Y, Halloran KT, Calero-Rubio C, Trout BL.","{'name': 'J Pharm Sci', 'year': 2021, 'citation': 'J Pharm Sci. 2021 Apr;110(4):1583-1591. doi: 10.1016/j.xphs.2020.12.014. Epub 2020 Dec 18.'}",33346034,11,https://pubmed.ncbi.nlm.nih.gov/33346034/
Machine Learning Systems Applied to Health Data and System.,"Bonifazi F, Volpe E, Digregorio G, Giannuzzi V, Ceci A.","{'name': 'Eur J Health Law', 'year': 2020, 'citation': 'Eur J Health Law. 2020 May 19;27(3):242-258. doi: 10.1163/15718093-BJA10009.'}",33652397,11,https://pubmed.ncbi.nlm.nih.gov/33652397/
Machine learning for identification of dental implant systems based on shape - A descriptive study.,"Benakatti VB, Nayakar RP, Anandhalli M.","{'name': 'J Indian Prosthodont Soc', 'year': 2021, 'citation': 'J Indian Prosthodont Soc. 2021 Oct-Dec;21(4):405-411. doi: 10.4103/jips.jips_324_21.'}",34810369,11,https://pubmed.ncbi.nlm.nih.gov/34810369/
Do You See What I See? Automated IFE Interpretation Using Machine Learning.,"Master SR, Haymond S.","{'name': 'Clin Chem', 'year': 2023, 'citation': 'Clin Chem. 2023 Feb 1;69(2):113-115. doi: 10.1093/clinchem/hvac202.'}",36576347,11,https://pubmed.ncbi.nlm.nih.gov/36576347/
Lake water-level fluctuation forecasting using machine learning models: a systematic review.,"Zhu S, Lu H, Ptak M, Dai J, Ji Q.","{'name': 'Environ Sci Pollut Res Int', 'year': 2020, 'citation': 'Environ Sci Pollut Res Int. 2020 Dec;27(36):44807-44819. doi: 10.1007/s11356-020-10917-7. Epub 2020 Sep 25.'}",32978734,12,https://pubmed.ncbi.nlm.nih.gov/32978734/
Integrating a Machine Learning System Into Clinical Workflows: Qualitative Study.,"Sandhu S, Lin AL, Brajer N, Sperling J, Ratliff W, Bedoya AD, Balu S, O'Brien C, Sendak MP.","{'name': 'J Med Internet Res', 'year': 2020, 'citation': 'J Med Internet Res. 2020 Nov 19;22(11):e22421. doi: 10.2196/22421.'}",33211015,12,https://pubmed.ncbi.nlm.nih.gov/33211015/
Applying Machine Learning to Classify the Origins of Gene Duplications.,"McKibben MTW, Barker MS.","{'name': 'Methods Mol Biol', 'year': 2023, 'citation': 'Methods Mol Biol. 2023;2545:91-119. doi: 10.1007/978-1-0716-2561-3_5.'}",36720809,12,https://pubmed.ncbi.nlm.nih.gov/36720809/
How does the model make predictions? A systematic literature review on the explainability power of machine learning in healthcare.,"Allgaier J, Mulansky L, Draelos RL, Pryss R.","{'name': 'Artif Intell Med', 'year': 2023, 'citation': 'Artif Intell Med. 2023 Sep;143:102616. doi: 10.1016/j.artmed.2023.102616. Epub 2023 Jun 24.'}",37673561,12,https://pubmed.ncbi.nlm.nih.gov/37673561/
Machine learning and deep learning based on the small FT-MIR dataset for fine-grained sampling site recognition of boletus tomentipes.,"Dong JE, Li J, Liu H, Wang YZ.","{'name': 'Food Res Int', 'year': 2023, 'citation': 'Food Res Int. 2023 May;167:112679. doi: 10.1016/j.foodres.2023.112679. Epub 2023 Mar 15.'}",37087255,12,https://pubmed.ncbi.nlm.nih.gov/37087255/
Seven technologies to watch in 2024.,Eisenstein M.,"{'name': 'Nature', 'year': 2024, 'citation': 'Nature. 2024 Jan;625(7996):844-848. doi: 10.1038/d41586-024-00173-x.'}",38253763,12,https://pubmed.ncbi.nlm.nih.gov/38253763/
Machine learning classification based on k-Nearest Neighbors for PolSAR data.,"Ferreira JA, Rodrigues AKG, Ospina R, Gomez L.","{'name': 'An Acad Bras Cienc', 'year': 2024, 'citation': 'An Acad Bras Cienc. 2024 Apr 22;96(1):e20230064. doi: 10.1590/0001-3765202420230064. eCollection 2024.'}",38656054,12,https://pubmed.ncbi.nlm.nih.gov/38656054/
Application of Machine Learning in Rheumatic Immune Diseases.,"Li Y, Zhao L.","{'name': 'J Healthc Eng', 'year': 2022, 'citation': 'J Healthc Eng. 2022 Jan 25;2022:9273641. doi: 10.1155/2022/9273641. eCollection 2022.'}",35126955,12,https://pubmed.ncbi.nlm.nih.gov/35126955/
PROBAST Assessment of Machine Learning: Reply.,"Arina P, Mazomenos EB, Whittle J, Singer M.","{'name': 'Anesthesiology', 'year': 2024, 'citation': 'Anesthesiology. 2024 Sep 1;141(3):616-617. doi: 10.1097/ALN.0000000000004998.'}",38810020,12,https://pubmed.ncbi.nlm.nih.gov/38810020/
Machine learning and deep learning enabled fuel sooting tendency prediction from molecular structure.,"Li R, Herreros JM, Tsolakis A, Yang W.","{'name': 'J Mol Graph Model', 'year': 2022, 'citation': 'J Mol Graph Model. 2022 Mar;111:108083. doi: 10.1016/j.jmgm.2021.108083. Epub 2021 Nov 22.'}",34837786,12,https://pubmed.ncbi.nlm.nih.gov/34837786/
Objective Supervised Machine Learning-Based Classification and Inference of Biological Neuronal Networks.,"Barros MT, Siljak H, Mullen P, Papadias C, Hyttinen J, Marchetti N.","{'name': 'Molecules', 'year': 2022, 'citation': 'Molecules. 2022 Sep 23;27(19):6256. doi: 10.3390/molecules27196256.'}",36234792,13,https://pubmed.ncbi.nlm.nih.gov/36234792/
Prediction Models for Railway Track Geometry Degradation Using Machine Learning Methods: A Review.,"Liao Y, Han L, Wang H, Zhang H.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Sep 26;22(19):7275. doi: 10.3390/s22197275.'}",36236374,13,https://pubmed.ncbi.nlm.nih.gov/36236374/
A Scoping Review of Machine Learning Applied to Peripheral Nerve Interfaces.,"Koh RGL, Ribeiro M, Jabban L, Fang B, Nesovic K, Bayat S, Metcalfe BW.","{'name': 'IEEE Trans Neural Syst Rehabil Eng', 'year': 2024, 'citation': 'IEEE Trans Neural Syst Rehabil Eng. 2024;32:3689-3698. doi: 10.1109/TNSRE.2024.3468995. Epub 2024 Oct 7.'}",39325602,13,https://pubmed.ncbi.nlm.nih.gov/39325602/
"Artificial intelligence, machine learning and deep learning: definitions and differences.","Jakhar D, Kaur I.","{'name': 'Clin Exp Dermatol', 'year': 2020, 'citation': 'Clin Exp Dermatol. 2020 Jan;45(1):131-132. doi: 10.1111/ced.14029. Epub 2019 Jun 24.'}",31233628,13,https://pubmed.ncbi.nlm.nih.gov/31233628/
"The new paradigm in machine learning - foundation models, large language models and beyond: a primer for physicians.","Scott IA, Zuccon G.","{'name': 'Intern Med J', 'year': 2024, 'citation': 'Intern Med J. 2024 May;54(5):705-715. doi: 10.1111/imj.16393. Epub 2024 May 7.'}",38715436,13,https://pubmed.ncbi.nlm.nih.gov/38715436/
Machine Learning Techniques Based on Primary User Emulation Detection in Mobile Cognitive Radio Networks.,"Muñoz EC, Pedraza LF, Hernández CA.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Jun 21;22(13):4659. doi: 10.3390/s22134659.'}",35808156,13,https://pubmed.ncbi.nlm.nih.gov/35808156/
A Transferable Machine Learning Framework for Predicting Transcriptional Responses of Genes Across Species.,"Liang Z, Meng X, Schnable JC.","{'name': 'Methods Mol Biol', 'year': 2023, 'citation': 'Methods Mol Biol. 2023;2698:361-379. doi: 10.1007/978-1-0716-3354-0_21.'}",37682485,13,https://pubmed.ncbi.nlm.nih.gov/37682485/
"Probing machine-learning classifiers using noise, bubbles, and reverse correlation.","Thoret E, Andrillon T, Léger D, Pressnitzer D.","{'name': 'J Neurosci Methods', 'year': 2021, 'citation': 'J Neurosci Methods. 2021 Oct 1;362:109297. doi: 10.1016/j.jneumeth.2021.109297. Epub 2021 Jul 25.'}",34320410,13,https://pubmed.ncbi.nlm.nih.gov/34320410/
Developing Multiagent E-Learning System-Based Machine Learning and Feature Selection Techniques.,"Hessen SH, Abdul-Kader HM, Khedr AE, Salem RK.","{'name': 'Comput Intell Neurosci', 'year': 2022, 'citation': 'Comput Intell Neurosci. 2022 Jan 30;2022:2941840. doi: 10.1155/2022/2941840. eCollection 2022.'}",35140765,13,https://pubmed.ncbi.nlm.nih.gov/35140765/
Rage against machine learning driven by profit.,Owens B.,"{'name': 'Nature', 'year': 2024, 'citation': 'Nature. 2024 Sep;633(8030):S6-S9. doi: 10.1038/d41586-024-02985-3.'}",39294357,13,https://pubmed.ncbi.nlm.nih.gov/39294357/
FEA and Machine Learning Techniques for Hidden Structure Analysis.,"Shi X, Hsieh SJ, Romero RAF.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Jul 30;21(15):5159. doi: 10.3390/s21155159.'}",34372395,14,https://pubmed.ncbi.nlm.nih.gov/34372395/
Customized and Automated Machine Learning-Based Models for Diabetes Type 2 Classification.,"Mohsen F, Biswas MR, Ali H, Alam T, Househ M, Shah Z.","{'name': 'Stud Health Technol Inform', 'year': 2022, 'citation': 'Stud Health Technol Inform. 2022 Jun 29;295:517-520. doi: 10.3233/SHTI220779.'}",35773925,14,https://pubmed.ncbi.nlm.nih.gov/35773925/
Machine Learning Identifies Digital Phenotyping Measures Most Relevant to Negative Symptoms in Psychotic Disorders: Implications for Clinical Trials.,"Narkhede SM, Luther L, Raugh IM, Knippenberg AR, Esfahlani FZ, Sayama H, Cohen AS, Kirkpatrick B, Strauss GP.","{'name': 'Schizophr Bull', 'year': 2022, 'citation': 'Schizophr Bull. 2022 Mar 1;48(2):425-436. doi: 10.1093/schbul/sbab134.'}",34915570,14,https://pubmed.ncbi.nlm.nih.gov/34915570/
Integrated analysis of machine learning and deep learning in chili pest and disease identification.,"Ahmad Loti NN, Mohd Noor MR, Chang SW.","{'name': 'J Sci Food Agric', 'year': 2021, 'citation': 'J Sci Food Agric. 2021 Jul;101(9):3582-3594. doi: 10.1002/jsfa.10987. Epub 2020 Dec 24.'}",33275806,14,https://pubmed.ncbi.nlm.nih.gov/33275806/
Machine learning transforms how microstates are sampled.,Tuckerman ME.,"{'name': 'Science', 'year': 2019, 'citation': 'Science. 2019 Sep 6;365(6457):982-983. doi: 10.1126/science.aay2568.'}",31488674,14,https://pubmed.ncbi.nlm.nih.gov/31488674/
A primer for understanding radiology articles about machine learning and deep learning.,"Nakaura T, Higaki T, Awai K, Ikeda O, Yamashita Y.","{'name': 'Diagn Interv Imaging', 'year': 2020, 'citation': 'Diagn Interv Imaging. 2020 Dec;101(12):765-770. doi: 10.1016/j.diii.2020.10.001. Epub 2020 Oct 26.'}",33121910,14,https://pubmed.ncbi.nlm.nih.gov/33121910/
[On the future of machine learning in anesthesiology].,Hinske LC.,"{'name': 'Anaesthesist', 'year': 2020, 'citation': 'Anaesthesist. 2020 Aug;69(8):533-534. doi: 10.1007/s00101-020-00821-7.'}",32761520,14,https://pubmed.ncbi.nlm.nih.gov/32761520/
Machine Learning Models for Enhanced Estimation of Soil Moisture Using Wideband Radar Sensor.,"Uthayakumar A, Mohan MP, Khoo EH, Jimeno J, Siyal MY, Karim MF.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Aug 3;22(15):5810. doi: 10.3390/s22155810.'}",35957366,14,https://pubmed.ncbi.nlm.nih.gov/35957366/
Self-supervised machine learning for live cell imagery segmentation.,"Robitaille MC, Byers JM, Christodoulides JA, Raphael MP.","{'name': 'Commun Biol', 'year': 2022, 'citation': 'Commun Biol. 2022 Nov 2;5(1):1162. doi: 10.1038/s42003-022-04117-x.'}",36323790,14,https://pubmed.ncbi.nlm.nih.gov/36323790/
Ensemble modeling with machine learning and deep learning to provide interpretable generalized rules for classifying CNS drugs with high prediction power.,"Yu TH, Su BH, Battalora LC, Liu S, Tseng YJ.","{'name': 'Brief Bioinform', 'year': 2022, 'citation': 'Brief Bioinform. 2022 Jan 17;23(1):bbab377. doi: 10.1093/bib/bbab377.'}",34530437,14,https://pubmed.ncbi.nlm.nih.gov/34530437/
Machine Learning and Lexicon Approach to Texts Processing in the Detection of Degrees of Toxicity in Online Discussions.,"Machová K, Mach M, Adamišín K.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Aug 27;22(17):6468. doi: 10.3390/s22176468.'}",36080927,15,https://pubmed.ncbi.nlm.nih.gov/36080927/
Adversarial Controls for Scientific Machine Learning.,"Chuang KV, Keiser MJ.","{'name': 'ACS Chem Biol', 'year': 2018, 'citation': 'ACS Chem Biol. 2018 Oct 19;13(10):2819-2821. doi: 10.1021/acschembio.8b00881.'}",30336670,15,https://pubmed.ncbi.nlm.nih.gov/30336670/
Machine learning methods for imbalanced data set for prediction of faecal contamination in beach waters.,"Bourel M, Segura AM, Crisci C, López G, Sampognaro L, Vidal V, Kruk C, Piccini C, Perera G.","{'name': 'Water Res', 'year': 2021, 'citation': 'Water Res. 2021 Sep 1;202:117450. doi: 10.1016/j.watres.2021.117450. Epub 2021 Jul 23.'}",34352535,15,https://pubmed.ncbi.nlm.nih.gov/34352535/
Recent developments in machine learning for medical imaging applications.,"Wong KKL, Wang L, Wang D.","{'name': 'Comput Med Imaging Graph', 'year': 2017, 'citation': 'Comput Med Imaging Graph. 2017 Apr;57:1-3. doi: 10.1016/j.compmedimag.2017.04.001.'}",28456276,15,https://pubmed.ncbi.nlm.nih.gov/28456276/
ColocML: machine learning quantifies co-localization between mass spectrometry images.,"Ovchinnikova K, Stuart L, Rakhlin A, Nikolenko S, Alexandrov T.","{'name': 'Bioinformatics', 'year': 2020, 'citation': 'Bioinformatics. 2020 May 1;36(10):3215-3224. doi: 10.1093/bioinformatics/btaa085.'}",32049317,15,https://pubmed.ncbi.nlm.nih.gov/32049317/
Machine learning classification of origins and varieties of Tetrastigma hemsleyanum using a dual-mode microscopic hyperspectral imager.,"Jiao C, Xu Z, Bian Q, Forsberg E, Tan Q, Peng X, He S.","{'name': 'Spectrochim Acta A Mol Biomol Spectrosc', 'year': 2021, 'citation': 'Spectrochim Acta A Mol Biomol Spectrosc. 2021 Nov 15;261:120054. doi: 10.1016/j.saa.2021.120054. Epub 2021 Jun 5.'}",34119773,15,https://pubmed.ncbi.nlm.nih.gov/34119773/
Building machine learning models without sharing patient data: A simulation-based analysis of distributed learning by ensembling.,"Tuladhar A, Gill S, Ismail Z, Forkert ND Alzheimer's Disease Neuroimaging Initiative.","{'name': 'J Biomed Inform', 'year': 2020, 'citation': 'J Biomed Inform. 2020 Jun;106:103424. doi: 10.1016/j.jbi.2020.103424. Epub 2020 Apr 23.'}",32335226,15,https://pubmed.ncbi.nlm.nih.gov/32335226/
Machine learning prediction model based on enhanced bat algorithm and support vector machine for slow employment prediction.,"Wei Y, Rao X, Fu Y, Song L, Chen H, Li J.","{'name': 'PLoS One', 'year': 2023, 'citation': 'PLoS One. 2023 Nov 9;18(11):e0294114. doi: 10.1371/journal.pone.0294114. eCollection 2023.'}",37943766,15,https://pubmed.ncbi.nlm.nih.gov/37943766/
A fusion framework of deep learning and machine learning for predicting sgRNA cleavage efficiency.,"Liu Y, Fan R, Yi J, Cui Q, Cui C.","{'name': 'Comput Biol Med', 'year': 2023, 'citation': 'Comput Biol Med. 2023 Oct;165:107476. doi: 10.1016/j.compbiomed.2023.107476. Epub 2023 Sep 6.'}",37696181,15,https://pubmed.ncbi.nlm.nih.gov/37696181/
Predicting difficult airway intubation in thyroid surgery using multiple machine learning and deep learning algorithms.,"Zhou CM, Wang Y, Xue Q, Yang JJ, Zhu Y.","{'name': 'Front Public Health', 'year': 2022, 'citation': 'Front Public Health. 2022 Aug 10;10:937471. doi: 10.3389/fpubh.2022.937471. eCollection 2022.'}",36033770,15,https://pubmed.ncbi.nlm.nih.gov/36033770/
RNAmining: A machine learning stand-alone and web server tool for RNA coding potential prediction.,"Ramos TAR, Galindo NRO, Arias-Carrasco R, da Silva CF, Maracaja-Coutinho V, do Rêgo TG.","{'name': 'F1000Res', 'year': 2021, 'citation': 'F1000Res. 2021 Apr 26;10:323. doi: 10.12688/f1000research.52350.2. eCollection 2021.'}",34164114,16,https://pubmed.ncbi.nlm.nih.gov/34164114/
Enterprise Risk Assessment Based on Machine Learning.,"Huang B, Wei J, Tang Y, Liu C.","{'name': 'Comput Intell Neurosci', 'year': 2021, 'citation': 'Comput Intell Neurosci. 2021 Nov 16;2021:6049195. doi: 10.1155/2021/6049195. eCollection 2021.'}",34824579,16,https://pubmed.ncbi.nlm.nih.gov/34824579/
Adversarial attacks against supervised machine learning based network intrusion detection systems.,"Alshahrani E, Alghazzawi D, Alotaibi R, Rabie O.","{'name': 'PLoS One', 'year': 2022, 'citation': 'PLoS One. 2022 Oct 14;17(10):e0275971. doi: 10.1371/journal.pone.0275971. eCollection 2022.'}",36240162,16,https://pubmed.ncbi.nlm.nih.gov/36240162/
Application of machine learning algorithms in thermal images for an automatic classification of lumbar sympathetic blocks.,"Cañada-Soriano M, Bovaira M, García-Vitoria C, Salvador-Palmer R, Cibrián Ortiz de Anda R, Moratal D, Priego-Quesada JI.","{'name': 'J Therm Biol', 'year': 2023, 'citation': 'J Therm Biol. 2023 Apr;113:103523. doi: 10.1016/j.jtherbio.2023.103523. Epub 2023 Feb 17.'}",37055127,16,https://pubmed.ncbi.nlm.nih.gov/37055127/
Deep Learning in Bioinformatics and Biomedicine.,"Wang H, Hu X.","{'name': 'Methods', 'year': 2023, 'citation': 'Methods. 2023 Jan;209:38-39. doi: 10.1016/j.ymeth.2022.12.001. Epub 2022 Dec 9.'}",36503039,16,https://pubmed.ncbi.nlm.nih.gov/36503039/
