title,authors,journal,pmid,page,url
Breaking the cyber-security dilemma: aligning security needs and removing vulnerabilities.,Dunn Cavelty M.,"{'name': 'Sci Eng Ethics', 'year': 2014, 'citation': 'Sci Eng Ethics. 2014 Sep;20(3):701-15. doi: 10.1007/s11948-014-9551-y. Epub 2014 Apr 30.'}",24781874,3,https://pubmed.ncbi.nlm.nih.gov/24781874/
Cyber-attacks on health-care systems.,Devi S.,"{'name': 'Lancet Oncol', 'year': 2023, 'citation': 'Lancet Oncol. 2023 Apr;24(4):e148. doi: 10.1016/S1470-2045(23)00119-5. Epub 2023 Mar 16.'}",36934730,3,https://pubmed.ncbi.nlm.nih.gov/36934730/
Cyber threats to health information systems: A systematic review.,"Luna R, Rhine E, Myhra M, Sullivan R, Kruse CS.","{'name': 'Technol Health Care', 'year': 2016, 'citation': 'Technol Health Care. 2016;24(1):1-9. doi: 10.3233/THC-151102.'}",26578272,3,https://pubmed.ncbi.nlm.nih.gov/26578272/
Empowering boards: How the National Cyber Security Centre Board (United Kingdom) toolkit is transforming cyber security governance.,Joseph S.,"{'name': 'Injury', 'year': 2023, 'citation': 'Injury. 2023 Aug;54(8):110897. doi: 10.1016/j.injury.2023.110897. Epub 2023 Jun 19.'}",37349166,3,https://pubmed.ncbi.nlm.nih.gov/37349166/
Enabling cyber resilient shipping through maritime security operation center adoption: A human factors perspective.,"Nganga A, Scanlan J, Lützhöft M, Mallam S.","{'name': 'Appl Ergon', 'year': 2024, 'citation': 'Appl Ergon. 2024 Sep;119:104312. doi: 10.1016/j.apergo.2024.104312. Epub 2024 May 11.'}",38735233,3,https://pubmed.ncbi.nlm.nih.gov/38735233/
Reply to: Empowering boards: How the National Cyber Security Centre Board (United Kingdom) toolkit is transforming cyber security governance.,"Tarka M, Blankstein M, Schottel P.","{'name': 'Injury', 'year': 2023, 'citation': 'Injury. 2023 Nov;54(11):111013. doi: 10.1016/j.injury.2023.111013. Epub 2023 Sep 3.'}",37708570,3,https://pubmed.ncbi.nlm.nih.gov/37708570/
Toward the Integration of Cyber and Physical Security Monitoring Systems for Critical Infrastructures.,"Fausto A, Gaggero GB, Patrone F, Girdinio P, Marchese M.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Oct 20;21(21):6970. doi: 10.3390/s21216970.'}",34770277,3,https://pubmed.ncbi.nlm.nih.gov/34770277/
Biometrics for Internet-of-Things Security: A Review.,"Yang W, Wang S, Sahri NM, Karie NM, Ahmed M, Valli C.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Sep 14;21(18):6163. doi: 10.3390/s21186163.'}",34577370,3,https://pubmed.ncbi.nlm.nih.gov/34577370/
Cybersecurity Challenges in Healthcare.,"Sendelj R, Ognjanovic I.","{'name': 'Stud Health Technol Inform', 'year': 2022, 'citation': 'Stud Health Technol Inform. 2022 Oct 26;300:190-202. doi: 10.3233/SHTI220951.'}",36300412,3,https://pubmed.ncbi.nlm.nih.gov/36300412/
Breaking down silos between business continuity and cyber security.,"Phillips R, Tanner B.","{'name': 'J Bus Contin Emer Plan', 'year': 2019, 'citation': 'J Bus Contin Emer Plan. 2019 Jan 1;12(3):224-232.'}",30857581,3,https://pubmed.ncbi.nlm.nih.gov/30857581/
EFLM Task Force Preparation of Labs for Emergencies (TF-PLE) recommendations for reinforcing cyber-security and managing cyber-attacks in medical laboratories.,"Lippi G, Akhvlediani S, Cadamuro J, Danese E, García de Guadiana Romualdo L, Delacour H, Favaloro EJ, Favresse J, Henry BM, Jovicic S, Kütt M, Moreno Y Banuls L, Ozben T, Peretz A, Perovic A, Thachil J, Yucel D, Plebani M.","{'name': 'Clin Chem Lab Med', 'year': 2024, 'citation': 'Clin Chem Lab Med. 2024 Jul 17;63(1):27-34. doi: 10.1515/cclm-2024-0803. Print 2025 Jan 29.'}",39008654,4,https://pubmed.ncbi.nlm.nih.gov/39008654/
Ransomware Cyber Security Threat Tests Providers' Defenses.,Connole P.,"{'name': 'Provider', 'year': 2016, 'citation': 'Provider. 2016 Nov;42(11):19, 21, 23, 29, 32, 35.'}",29601684,4,https://pubmed.ncbi.nlm.nih.gov/29601684/
Bio-Inspired Approaches to Safety and Security in IoT-Enabled Cyber-Physical Systems.,"Johnson AP, Al-Aqrabi H, Hill R.","{'name': 'Sensors (Basel)', 'year': 2020, 'citation': 'Sensors (Basel). 2020 Feb 5;20(3):844. doi: 10.3390/s20030844.'}",32033269,4,https://pubmed.ncbi.nlm.nih.gov/32033269/
Model for successful development and implementation of Cyber Security Operations Centre (SOC).,"Abd Majid M, Zainol Ariffin KA.","{'name': 'PLoS One', 'year': 2021, 'citation': 'PLoS One. 2021 Nov 19;16(11):e0260157. doi: 10.1371/journal.pone.0260157. eCollection 2021.'}",34797896,4,https://pubmed.ncbi.nlm.nih.gov/34797896/
"Evaluating Staff Attitudes, Intentions, and Behaviors Related to Cyber Security in Large Australian Health Care Environments: Mixed Methods Study.","Dart M, Ahmed M.","{'name': 'JMIR Hum Factors', 'year': 2023, 'citation': 'JMIR Hum Factors. 2023 Oct 4;10:e48220. doi: 10.2196/48220.'}",37792450,4,https://pubmed.ncbi.nlm.nih.gov/37792450/
Systemic Cyber Risk and Aggregate Impacts.,"Welburn JW, Strong AM.","{'name': 'Risk Anal', 'year': 2022, 'citation': 'Risk Anal. 2022 Aug;42(8):1606-1622. doi: 10.1111/risa.13715. Epub 2021 Feb 16.'}",33594708,4,https://pubmed.ncbi.nlm.nih.gov/33594708/
Clinical reasoning in the age of cyber-physical systems.,Chandratilake M.,"{'name': 'Clin Teach', 'year': 2020, 'citation': 'Clin Teach. 2020 Feb;17(1):6-8. doi: 10.1111/tct.13137.'}",31970938,4,https://pubmed.ncbi.nlm.nih.gov/31970938/
We need to aim at the top: Factors associated with cybersecurity awareness of cyber and information security decision-makers.,"Vrhovec S, Markelj B.","{'name': 'PLoS One', 'year': 2024, 'citation': 'PLoS One. 2024 Oct 18;19(10):e0312266. doi: 10.1371/journal.pone.0312266. eCollection 2024.'}",39423170,4,https://pubmed.ncbi.nlm.nih.gov/39423170/
Cyber issue.,Bird L.,"{'name': 'J Bus Contin Emer Plan', 'year': 2013, 'citation': 'J Bus Contin Emer Plan. 2013-2014 Winter;7(2):92-4.'}",24457320,4,https://pubmed.ncbi.nlm.nih.gov/24457320/
Building organisational cyber resilience: A strategic knowledge-based view of cyber security management.,Ferdinand J.,"{'name': 'J Bus Contin Emer Plan', 'year': 2015, 'citation': 'J Bus Contin Emer Plan. 2015-2016 Winter;9(2):185-95.'}",26642176,4,https://pubmed.ncbi.nlm.nih.gov/26642176/
Information security and privacy in hospitals: a literature mapping and review of research gaps.,"Ahouanmenou S, Van Looy A, Poels G.","{'name': 'Inform Health Soc Care', 'year': 2023, 'citation': 'Inform Health Soc Care. 2023 Jan 2;48(1):30-46. doi: 10.1080/17538157.2022.2049274. Epub 2022 Mar 17.'}",35300555,5,https://pubmed.ncbi.nlm.nih.gov/35300555/
Increased cyber-biosecurity for DNA synthesis.,"Puzis R, Farbiash D, Brodt O, Elovici Y, Greenbaum D.","{'name': 'Nat Biotechnol', 'year': 2020, 'citation': 'Nat Biotechnol. 2020 Dec;38(12):1379-1381. doi: 10.1038/s41587-020-00761-y.'}",33247280,5,https://pubmed.ncbi.nlm.nih.gov/33247280/
Strategic dilemmas when managing cyber attacks.,Kaschner H.,"{'name': 'J Bus Contin Emer Plan', 'year': 2024, 'citation': 'J Bus Contin Emer Plan. 2024 Jan 1;17(4):323-335.'}",38736163,5,https://pubmed.ncbi.nlm.nih.gov/38736163/
Fraud in Academic Publishing: Researchers Under Cyber-Attacks.,"Dadkhah M, Borchardt G, Maliszewski T.","{'name': 'Am J Med', 'year': 2017, 'citation': 'Am J Med. 2017 Jan;130(1):27-30. doi: 10.1016/j.amjmed.2016.08.030. Epub 2016 Sep 13.'}",27637600,5,https://pubmed.ncbi.nlm.nih.gov/27637600/
GridAttackAnalyzer: A Cyber Attack Analysis Framework for Smart Grids.,"Le TD, Ge M, Anwar A, Loke SW, Beuran R, Doss R, Tan Y.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Jun 24;22(13):4795. doi: 10.3390/s22134795.'}",35808292,5,https://pubmed.ncbi.nlm.nih.gov/35808292/
Cardiac devices and cyber attacks: How far are they real? How to overcome?,"Kapoor A, Vora A, Yadav R.","{'name': 'Indian Heart J', 'year': 2019, 'citation': 'Indian Heart J. 2019 Nov-Dec;71(6):427-430. doi: 10.1016/j.ihj.2020.02.001.'}",32248912,5,https://pubmed.ncbi.nlm.nih.gov/32248912/
How to stop a looming 'splinternet'.,[No authors listed],"{'name': 'Nature', 'year': 2024, 'citation': 'Nature. 2024 Sep;633(8031):740. doi: 10.1038/d41586-024-03110-0.'}",39317748,5,https://pubmed.ncbi.nlm.nih.gov/39317748/
MedSecurance Project: Advanced Security-for-Safety Assurance for Medical Device IoT (IoMT).,"Gallos P, DeLong R, Matragkas N, Blanchard A, Mraidha C, Epiphaniou G, Maple C, Katzis K, Delgado J, Llorente S, Maló P, Almeida B, Menychtas A, Panagopoulos C, Maglogiannis I, Papachristou P, Soares M, Breia P, Vidal AC, Ratz M, Williamson R, Erwee E, Stasiak L, Flores O, Clemente C, Mantas J, Weber P, Arvanitis TN, Hansen S.","{'name': 'Stud Health Technol Inform', 'year': 2023, 'citation': 'Stud Health Technol Inform. 2023 May 18;302:337-341. doi: 10.3233/SHTI230130.'}",37203674,5,https://pubmed.ncbi.nlm.nih.gov/37203674/
Cyber crimes.,Nuzback K.,"{'name': 'Tex Med', 'year': 2014, 'citation': 'Tex Med. 2014 Jul 1;110(7):27-33.'}",25023560,5,https://pubmed.ncbi.nlm.nih.gov/25023560/
Introducing cyber.,"Hult F, Sivanesan G.","{'name': 'J Bus Contin Emer Plan', 'year': 2013, 'citation': 'J Bus Contin Emer Plan. 2013-2014 Winter;7(2):97-102.'}",24457321,5,https://pubmed.ncbi.nlm.nih.gov/24457321/
Enabling Security Services in Socially Assistive Robot Scenarios for Healthcare Applications.,"Vulpe A, Crăciunescu R, Drăgulinescu AM, Kyriazakos S, Paikan A, Ziafati P.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Oct 18;21(20):6912. doi: 10.3390/s21206912.'}",34696125,6,https://pubmed.ncbi.nlm.nih.gov/34696125/
The cyber security threat stops in the boardroom.,Scully T.,"{'name': 'J Bus Contin Emer Plan', 'year': 2013, 'citation': 'J Bus Contin Emer Plan. 2013-2014 Winter;7(2):138-48.'}",24457325,6,https://pubmed.ncbi.nlm.nih.gov/24457325/
Security first.,[No authors listed],"{'name': 'Nature', 'year': 2010, 'citation': 'Nature. 2010 Apr 29;464(7293):1246. doi: 10.1038/4641246a.'}",20428117,6,https://pubmed.ncbi.nlm.nih.gov/20428117/
Analyzing medical device connectivity and its effect on cyber security in german hospitals.,"Willing M, Dresen C, Haverkamp U, Schinzel S.","{'name': 'BMC Med Inform Decis Mak', 'year': 2020, 'citation': 'BMC Med Inform Decis Mak. 2020 Sep 29;20(1):246. doi: 10.1186/s12911-020-01259-y.'}",32993623,6,https://pubmed.ncbi.nlm.nih.gov/32993623/
Smartphone and mobile phone security for the clinician.,Barber H.,"{'name': 'Br J Hosp Med (Lond)', 'year': 2016, 'citation': 'Br J Hosp Med (Lond). 2016 Aug 2;77(8):467-70. doi: 10.12968/hmed.2016.77.8.467.'}",27487057,6,https://pubmed.ncbi.nlm.nih.gov/27487057/
Evaluation of a Cyber Security System for Hospital Network.,Faysel MA.,"{'name': 'Stud Health Technol Inform', 'year': 2015, 'citation': 'Stud Health Technol Inform. 2015;216:915.'}",26262217,6,https://pubmed.ncbi.nlm.nih.gov/26262217/
[Data Protection Officer].,Lorè F.,"{'name': 'G Ital Nefrol', 'year': 2018, 'citation': 'G Ital Nefrol. 2018 Feb;35(1):2018-vol1.'}",29390248,6,https://pubmed.ncbi.nlm.nih.gov/29390248/
Wanted: cyber-czars.,[No authors listed],"{'name': 'Nature', 'year': 2009, 'citation': 'Nature. 2009 Apr 23;458(7241):945. doi: 10.1038/458945a.'}",19396091,6,https://pubmed.ncbi.nlm.nih.gov/19396091/
Automated Cyber and Privacy Risk Management Toolkit.,"Gonzalez-Granadillo G, Menesidou SA, Papamartzivanos D, Romeu R, Navarro-Llobet D, Okoh C, Nifakos S, Xenakis C, Panaousis E.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Aug 15;21(16):5493. doi: 10.3390/s21165493.'}",34450935,6,https://pubmed.ncbi.nlm.nih.gov/34450935/
Generator of Slow Denial-of-Service Cyber Attacks.,"Sikora M, Fujdiak R, Kuchar K, Holasova E, Misurec J.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Aug 13;21(16):5473. doi: 10.3390/s21165473.'}",34450915,6,https://pubmed.ncbi.nlm.nih.gov/34450915/
Cyber-mitigation: Cybersecurity emergency management.,Straub J.,"{'name': 'J Emerg Manag', 'year': 2020, 'citation': 'J Emerg Manag. 2020 Nov-Dec;18(6):463-473. doi: 10.5055/jem.2020.0517.'}",33428202,7,https://pubmed.ncbi.nlm.nih.gov/33428202/
Physical security and IT convergence: Managing the cyber-related risks.,"McCreight T, Leece D.","{'name': 'J Bus Contin Emer Plan', 'year': 2016, 'citation': 'J Bus Contin Emer Plan. 2016;10(1):18-30.'}",27729098,7,https://pubmed.ncbi.nlm.nih.gov/27729098/
"Cyber-attacks in the next-generation cars, mitigation techniques, anticipated readiness and future directions.","Khan SK, Shiwakoti N, Stasinopoulos P, Chen Y.","{'name': 'Accid Anal Prev', 'year': 2020, 'citation': 'Accid Anal Prev. 2020 Dec;148:105837. doi: 10.1016/j.aap.2020.105837. Epub 2020 Oct 26.'}",33120180,7,https://pubmed.ncbi.nlm.nih.gov/33120180/
EARS to cyber incidents in health care.,"Jalali MS, Russell B, Razak S, Gordon WJ.","{'name': 'J Am Med Inform Assoc', 'year': 2019, 'citation': 'J Am Med Inform Assoc. 2019 Jan 1;26(1):81-90. doi: 10.1093/jamia/ocy148.'}",30517701,7,https://pubmed.ncbi.nlm.nih.gov/30517701/
A holistic and proactive approach to forecasting cyber threats.,"Almahmoud Z, Yoo PD, Alhussein O, Farhat I, Damiani E.","{'name': 'Sci Rep', 'year': 2023, 'citation': 'Sci Rep. 2023 May 17;13(1):8049. doi: 10.1038/s41598-023-35198-1.'}",37198304,7,https://pubmed.ncbi.nlm.nih.gov/37198304/
Cybersecurity in cardiac implantable electronic devices.,Martignani C.,"{'name': 'Expert Rev Med Devices', 'year': 2019, 'citation': 'Expert Rev Med Devices. 2019 Jun;16(6):437-444. doi: 10.1080/17434440.2019.1614440. Epub 2019 May 9.'}",31068028,7,https://pubmed.ncbi.nlm.nih.gov/31068028/
Internet of things technologies in medical sector: cyber security issues.,"Dovhan AD, Bernaziuk YO, Tkachuk TY.","{'name': 'Wiad Lek', 'year': 2019, 'citation': 'Wiad Lek. 2019;72(12 cz 2):2563-2567.'}",32124786,7,https://pubmed.ncbi.nlm.nih.gov/32124786/
Analysis of security and privacy challenges for DNA-genomics applications and databases.,"Arshad S, Arshad J, Khan MM, Parkinson S.","{'name': 'J Biomed Inform', 'year': 2021, 'citation': 'J Biomed Inform. 2021 Jul;119:103815. doi: 10.1016/j.jbi.2021.103815. Epub 2021 May 20.'}",34022422,7,https://pubmed.ncbi.nlm.nih.gov/34022422/
"Industrial IoT, Cyber Threats, and Standards Landscape: Evaluation and Roadmap.","Dhirani LL, Armstrong E, Newe T.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Jun 5;21(11):3901. doi: 10.3390/s21113901.'}",34198727,7,https://pubmed.ncbi.nlm.nih.gov/34198727/
Holistic Security and Safety for Factories of the Future.,"Maia E, Wannous S, Dias T, Praça I, Faria A.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Dec 16;22(24):9915. doi: 10.3390/s22249915.'}",36560283,7,https://pubmed.ncbi.nlm.nih.gov/36560283/
Neue EU-Richtlinie zur Cybersicherheit: Über 1.000 Praxen und MVZ betroffen.,Facharztmagazine R.,"{'name': 'MMW Fortschr Med', 'year': 2024, 'citation': 'MMW Fortschr Med. 2024 Sep;166(14):36-37. doi: 10.1007/s15006-024-4204-9.'}",39210128,8,https://pubmed.ncbi.nlm.nih.gov/39210128/
Internet of Nano-Things (IoNT): A Comprehensive Review from Architecture to Security and Privacy Challenges.,"Alabdulatif A, Thilakarathne NN, Lawal ZK, Fahim KE, Zakari RY.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Mar 3;23(5):2807. doi: 10.3390/s23052807.'}",36905010,8,https://pubmed.ncbi.nlm.nih.gov/36905010/
Bayesian Estimation of Oscillator Parameters: Toward Anomaly Detection and Cyber-Physical System Security.,"Lukens JM, Passian A, Yoginath S, Law KJH, Dawson JA.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Aug 16;22(16):6112. doi: 10.3390/s22166112.'}",36015875,8,https://pubmed.ncbi.nlm.nih.gov/36015875/
Using agility to combat cyber attacks.,Anderson K.,"{'name': 'J Bus Contin Emer Plan', 'year': 2017, 'citation': 'J Bus Contin Emer Plan. 2017 Jun 1;10(4):298-307.'}",28610642,8,https://pubmed.ncbi.nlm.nih.gov/28610642/
APSec1.0: Innovative Security Protocol Design with Formal Security Analysis for the Artificial Pancreas System.,"Kim J, Oh J, Son D, Kwon H, Astillo PV, You I.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Jun 11;23(12):5501. doi: 10.3390/s23125501.'}",37420667,8,https://pubmed.ncbi.nlm.nih.gov/37420667/
Healthcare cyber-attacks and the COVID-19 pandemic: an urgent threat to global health.,"Muthuppalaniappan M, Stevenson K.","{'name': 'Int J Qual Health Care', 'year': 2021, 'citation': 'Int J Qual Health Care. 2021 Feb 20;33(1):mzaa117. doi: 10.1093/intqhc/mzaa117.'}",33351134,8,https://pubmed.ncbi.nlm.nih.gov/33351134/
Cyber-attacks and threats for healthcare - a multi-layer thread analysis.,"Spanakis EG, Bonomi S, Sfakianakis S, Santucci G, Lenti S, Sorella M, Tanasache FD, Palleschi A, Ciccotelli C, Sakkalis V, Magalini S.","{'name': 'Annu Int Conf IEEE Eng Med Biol Soc', 'year': 2020, 'citation': 'Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:5705-5708. doi: 10.1109/EMBC44109.2020.9176698.'}",33019270,8,https://pubmed.ncbi.nlm.nih.gov/33019270/
Individual differences in cyber security behaviors: an examination of who is sharing passwords.,"Whitty M, Doodson J, Creese S, Hodges D.","{'name': 'Cyberpsychol Behav Soc Netw', 'year': 2015, 'citation': 'Cyberpsychol Behav Soc Netw. 2015 Jan;18(1):3-7. doi: 10.1089/cyber.2014.0179. Epub 2014 Dec 17.'}",25517697,8,https://pubmed.ncbi.nlm.nih.gov/25517697/
Cyber Attacks and Terrorism: A Twenty-First Century Conundrum.,Albahar M.,"{'name': 'Sci Eng Ethics', 'year': 2019, 'citation': 'Sci Eng Ethics. 2019 Aug;25(4):993-1006. doi: 10.1007/s11948-016-9864-0. Epub 2017 Jan 5.'}",28058619,8,https://pubmed.ncbi.nlm.nih.gov/28058619/
Optical Systems Identification through Rayleigh Backscattering.,"Nadimi Goki P, Mulugeta TT, Caldelli R, Potì L.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Jun 1;23(11):5269. doi: 10.3390/s23115269.'}",37299995,8,https://pubmed.ncbi.nlm.nih.gov/37299995/
Cyber security watch list for 2014: seven trends.,Degaspari J.,"{'name': 'Healthc Inform', 'year': 2014, 'citation': 'Healthc Inform. 2014 Feb;31(1):44-6.'}",24701803,9,https://pubmed.ncbi.nlm.nih.gov/24701803/
SCADA securing system using deep learning to prevent cyber infiltration.,"Diaba SY, Anafo T, Tetteh LA, Oyibo MA, Alola AA, Shafie-Khah M, Elmusrati M.","{'name': 'Neural Netw', 'year': 2023, 'citation': 'Neural Netw. 2023 Aug;165:321-332. doi: 10.1016/j.neunet.2023.05.047. Epub 2023 Jun 2.'}",37327579,9,https://pubmed.ncbi.nlm.nih.gov/37327579/
Exercising cyber resilience: The Finnish experience.,"Nyqvist A, Oittinen T.","{'name': 'J Bus Contin Emer Plan', 'year': 2022, 'citation': 'J Bus Contin Emer Plan. 2022 Jan 1;15(3):277-283.'}",35190020,9,https://pubmed.ncbi.nlm.nih.gov/35190020/
